Address,African-American,American Indian,American Indian/Alaska Native,American Indian/Alaskan Native,Asian,Asian or Asian/Pacific Islander,Asian or Pacific Islander,Asian/Pacific Islander,Black,"Black, not Hispanic",City,Female,Filipino,FullState,Hawaiian Native/Pacific Islander,Hispanic,Lowincome,Male,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,Native Hawaiian or Pacific Islander,Pacific Islander,Rate,School,SchoolLink,Score,State,StateOrder,Two or more races,Type,White,"White, not Hispanic",ZipCode,_id,location
8332 Moody Parkway,,,,,,,,,,,Odenville,,,alabama,,,,,,,,,Currently unrated,Bethel Baptist Wee Care,/alabama/odenville/3196-Bethel-Baptist-Wee-Care/,-1,AL,261,,Private,,,35120,5e7b01be0c16a3618bfc3b45,
9417 Thermal Rd,,,,,,,,,,,Warrior,,,alabama,,,,,,,,,Currently unrated,Bethel United Methodist Ch DC,/alabama/warrior/3498-Bethel-United-Methodist-Ch-DC/,-1,AL,262,,Private,,,35180,5e7b01be0c16a3618bfc3b46,
1936 Elkwood Section Rd,,,,,,,,,,,Hazel Green,,,alabama,,,,,,,,,Currently unrated,Bethlehem Baptist Church School,/alabama/hazel-green/3710-Bethlehem-Baptist-Church-School/,-1,AL,263,,Private,,,35750,5e7b01be0c16a3618bfc3b47,"{'type': 'Point', 'coordinates': [-86.648994, 34.976989]}"
416 Bethlehem Rd,,,,,,,,,,,Midland City,,,alabama,,,,,,,,,Currently unrated,Bethlehem Child Development Center,/alabama/midland-city/2284-Bethlehem-Child-Development-Center/,-1,AL,264,,Private,,,36350,5e7b01be0c16a3618bfc3b48,
1022 2nd Avenue North,,,<1%,,,<1%,,,100%,,Bessemer,,,alabama,<1%,<1%,,,,,,,Currently unrated,Beulah Baptist Christian School,/alabama/bessemer/2054-Beulah-Baptist-Christian-School/,-1,AL,265,<1%,Private,<1%,,35020,5e7b01be0c16a3618bfc3b49,"{'type': 'Point', 'coordinates': [-86.96032365306122, 33.39250387755102]}"
4747 Lee Road 270,,,<1%,,<1%,,,,17%,,Valley,47%,,alabama,<1%,4%,66%,53%,,,,,Below average,Beulah Elementary School,/alabama/valley/892-Beulah-Elementary-School/,4,AL,266,3%,Public district,75%,,36854,5e7b01be0c16a3618bfc3b4a,"{'type': 'Point', 'coordinates': [-87.8248132, 30.669398]}"
4848 Lee Road 270,,,1%,,<1%,,,,19%,,Valley,52%,,alabama,<1%,2%,62%,48%,,,,,Below average,Beulah High School,/alabama/valley/897-Beulah-High-School/,4,AL,267,3%,Public district,75%,,36854,5e7b01be0c16a3618bfc3b4b,"{'type': 'Point', 'coordinates': [-87.8248132, 30.669398]}"
655 Headland Avenue,,,,,,,,,,,Dothan,,,alabama,,,,,,,,,Currently unrated,Beulah Land Christian Academy,/alabama/dothan/2055-Beulah-Land-Christian-Academy/,-1,AL,268,,Private,,,36303,5e7b01be0c16a3618bfc3b4c,"{'type': 'Point', 'coordinates': [-85.39192796470589, 31.239118694117646]}"
1025 South Beverlye Road,,,<1%,,3%,,,,42%,,Dothan,53%,,alabama,<1%,7%,52%,47%,,,,,Above average,Beverlye Middle School,/alabama/dothan/535-Beverlye-Middle-School/,8,AL,269,1%,Public district,47%,,36301,5e7b01be0c16a3618bfc3b4d,"{'type': 'Point', 'coordinates': [-85.3531298, 31.1940599]}"
220 Birmingham Road,,,<1%,,<1%,,,,34%,,Centreville,50%,,alabama,<1%,3%,63%,50%,,,,,Below average,Bibb Co High School,/alabama/centreville/173-Bibb-Co-High-School/,1,AL,270,<1%,Public district,63%,,35042,5e7b01be0c16a3618bfc3b4e,"{'type': 'Point', 'coordinates': [-87.14450407737237, 32.9483845157807]}"
17191 Alabama 5,,,,,,,,,,,West Blocton,,,alabama,,,,,,,,,Currently unrated,Bibb County Career/Technical Center,/alabama/west-blocton/179-Bibb-County-Career-Technical-Center/,-1,AL,271,,Public district,,,35184,5e7b01be0c16a3618bfc3b4f,
Po Box 411,,,,,,,,,,,West Blocton,,,alabama,,,,,,,,,Currently unrated,Bibb County Head Start,/alabama/west-blocton/3505-Bibb-County-Head-Start/,-1,AL,272,,Private,,,35184,5e7b01be0c16a3618bfc3b50,
1355 Chula Vista Drive,,,<1%,,,<1%,,,<1%,,Pell City,,,alabama,<1%,<1%,,,,,,,Currently unrated,Bible Methodist Christian School,/alabama/pell-city/2067-Bible-Methodist-Christian-School/,-1,AL,273,2%,Private,98%,,35125,5e7b01be0c16a3618bfc3b51,
8224 County Highway 36,,,,,,,,,,,Snead,,,alabama,,,,,,,,,Currently unrated,Bible Way Christian Academy,/alabama/snead/2291-Bible-Way-Christian-Academy/,-1,AL,274,,Private,,,35952,5e7b01be0c16a3618bfc3b52,
Po Box 8310,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Bible Way House Of Prayer Dc,/alabama/birmingham/2505-Bible-Way-House-Of-Prayer-Dc/,-1,AL,275,,Private,,,35218,5e7b01be0c16a3618bfc3b53,
3829 12th Street Northeast,,,,,,,,,,,Tuscaloosa,,,alabama,,,,,,,,,Currently unrated,Big Bird Day Care Center,/alabama/tuscaloosa/2867-Big-Bird-Day-Care-Center/,-1,AL,276,,Private,,,35404,5e7b01be0c16a3618bfc3b54,"{'type': 'Point', 'coordinates': [-87.4866177704255, 33.22930333827973]}"
6354 U.S. 431,,,<1%,,,<1%,,,22%,,Owens Cross Roads,,,alabama,<1%,4%,,,,,,,Currently unrated,Big Cove Christian Academy,/alabama/owens-cross-roads/1654-Big-Cove-Christian-Academy/,-1,AL,277,19%,Private,56%,,35763,5e7b01be0c16a3618bfc3b55,
14968 Morris Road,,,,,,,,,,,Bay Minette,,,alabama,,,,,,,,,Currently unrated,Big Red Barn Day Care Center,/alabama/bay-minette/2397-Big-Red-Barn-Day-Care-Center/,-1,AL,278,,Private,,,36507,5e7b01be0c16a3618bfc3b56,"{'type': 'Point', 'coordinates': [-87.767993, 30.91115]}"
11950 Upper Hull Road,,,<1%,,1%,,,,32%,,Moundville,46%,,alabama,<1%,3%,39%,54%,,,,,Above average,Big Sandy Elementary,/alabama/moundville/4239-Big-Sandy-Elementary/,7,AL,279,1%,Public district,63%,,35474,5e7b01be0c16a3618bfc3b57,
257 Country Club Road,,,,,,,,,,,Albertville,,,alabama,,,,,,,,,Currently unrated,Big Spring Lake 1 Head Start,/alabama/albertville/3962-Big-Spring-Lake-1-Head-Start/,-1,AL,280,,Private,,,35951,5e7b01be0c16a3618bfc3b58,"{'type': 'Point', 'coordinates': [-86.196616, 34.295078]}"
257 Country Club Road,,,<1%,,1%,,,,3%,,Albertville,44%,,alabama,<1%,54%,83%,56%,,,,,Currently unrated,Big Spring Lake Kinderg School,/alabama/albertville/10-Big-Spring-Lake-Kinderg-School/,-1,AL,281,3%,Public district,39%,,35951,5e7b01be0c16a3618bfc3b59,"{'type': 'Point', 'coordinates': [-86.196616, 34.295078]}"
2446 County Road 77,,,<1%,,<1%,,,,20%,,Billingsley,52%,,alabama,<1%,<1%,63%,48%,,,,,Below average,Billingsley High School,/alabama/billingsley/98-Billingsley-High-School/,4,AL,282,2%,Public district,77%,,36006,5e7b01be0c16a3618bfc3b5a,
851 Marshall Street,,,,,,,,,,,Alexander City,,,alabama,,,,,,,,,Currently unrated,Blessed Beginings Day Care,/alabama/alexander-city/3841-Blessed-Beginings-Day-Care/,-1,AL,283,,Private,,,35010,5e7b01be0c16a3618bfc3b5b,"{'type': 'Point', 'coordinates': [-85.95081148773973, 32.934973305760764]}"
17 Graves St,,,,,,,,,,,Crossville,,,alabama,,,,,,,,,Currently unrated,Blessed Beginnings Day Care,/alabama/crossville/2620-Blessed-Beginnings-Day-Care/,-1,AL,284,,Private,,,35962,5e7b01be0c16a3618bfc3b5c,"{'type': 'Point', 'coordinates': [-85.99150757814293, 34.28457391822426]}"
520 West 9th Street,,,,,,,,,,,Sylacauga,,,alabama,,,,,,,,,Currently unrated,Blocks & Tots Day Care,/alabama/sylacauga/4096-Blocks--Tots-Day-Care/,-1,AL,285,,Private,,,35150,5e7b01be0c16a3618bfc3b5d,"{'type': 'Point', 'coordinates': [-86.2616115209055, 33.17923633840285]}"
1321 Woodmont Avenue Southeast,,,1%,,<1%,,,,37%,,Huntsville,48%,,alabama,<1%,5%,42%,52%,,,,,Average,Blossomwood Elementary School,/alabama/huntsville/719-Blossomwood-Elementary-School/,5,AL,286,6%,Public district,51%,,35801,5e7b01be0c16a3618bfc3b5e,"{'type': 'Point', 'coordinates': [-86.56638350617624, 34.723398149999994]}"
61500 U.S. 231,,,,,,,,,,,Cleveland,,,alabama,,,,,,,,,Currently unrated,Blount Co Career Tech Center,/alabama/cleveland/292-Blount-Co-Career-Tech-Center/,-1,AL,287,,Public district,,,35049,5e7b01be0c16a3618bfc3b5f,
189 Horton Lane,,,<1%,,,<1%,,,<1%,,Cleveland,37%,,alabama,<1%,15%,69%,63%,,,,,Currently unrated,Blount Co Multi-Needs Center,/alabama/cleveland/291-Blount-Co-Multi-Needs-Center/,-1,AL,288,<1%,Public district,85%,,35049,5e7b01be0c16a3618bfc3b60,"{'type': 'Point', 'coordinates': [-86.57159814141414, 33.99256505050505]}"
260 Page Street,,,<1%,,<1%,,,,<1%,,Blountsville,,,alabama,<1%,20%,,,,,,,Average,Blountsville Elementary School,/alabama/blountsville/282-Blountsville-Elementary-School/,5,AL,289,<1%,Public district,79%,,35031,5e7b01be0c16a3618bfc3b61,"{'type': 'Point', 'coordinates': [-86.5873581072165, 34.08453920193298]}"
16787 Hardy Rd,,,1%,,<1%,,,,7%,,Athens,,,alabama,<1%,9%,,,,,,,Average,Blue Springs Elementary School,/alabama/athens/3670-Blue-Springs-Elementary-School/,6,AL,290,2%,Public district,81%,,35611,5e7b01be0c16a3618bfc3b62,
569 Park Avenue,,,<1%,,1%,,,,14%,,Hoover,,,alabama,<1%,5%,,,,,,,Above average,Bluff Pk Elementary School,/alabama/hoover/32-Bluff-Pk-Elementary-School/,8,AL,291,5%,Public district,75%,,35226,5e7b01be0c16a3618bfc3b63,"{'type': 'Point', 'coordinates': [-86.8545147107276, 33.40986126260246]}"
Po Box 321,,,,,,,,,,,Boaz,,,alabama,,,,,,,,,Currently unrated,Boaz Child Development Center,/alabama/boaz/2564-Boaz-Child-Development-Center/,-1,AL,292,,Private,,,35957,5e7b01be0c16a3618bfc3b64,
362 Collier Street,,,<1%,,<1%,,,,1%,,Boaz,47%,,alabama,1%,34%,59%,53%,,,,,Currently unrated,Boaz Elementary School,/alabama/boaz/2215-Boaz-Elementary-School/,-1,AL,293,4%,Public district,59%,,35957,5e7b01be0c16a3618bfc3b65,"{'type': 'Point', 'coordinates': [-86.1792298073701, 34.20597594254339]}"
255 Collier Street,,,,,,,,,,,Boaz,,,alabama,,,,,,,,,Currently unrated,Boaz Elementary School Head Start,/alabama/boaz/2563-Boaz-Elementary-School-Head-Start/,-1,AL,294,,Private,,,35957,5e7b01be0c16a3618bfc3b66,"{'type': 'Point', 'coordinates': [-86.17972068546858, 34.2053174858704]}"
907 Brown Street,,,1%,,<1%,,,,1%,,Boaz,50%,,alabama,1%,29%,60%,50%,,,,,Below average,Boaz High School,/alabama/boaz/2217-Boaz-High-School/,4,AL,295,2%,Public district,67%,,35957,5e7b01be0c16a3618bfc3b67,"{'type': 'Point', 'coordinates': [-86.16503761501482, 34.210889573217855]}"
11 Newt Parker Drive,,,<1%,,1%,,,,2%,,Boaz,44%,,alabama,1%,33%,71%,56%,,,,,Average,Boaz Intermediate School,/alabama/boaz/410-Boaz-Intermediate-School/,5,AL,296,3%,Public district,60%,,35957,5e7b01be0c16a3618bfc3b68,"{'type': 'Point', 'coordinates': [-86.159496, 34.212836]}"
140 Newt Parker Drive,,,<1%,,1%,,,,3%,,Boaz,49%,,alabama,<1%,30%,66%,51%,,,,,Below average,Boaz Middle School,/alabama/boaz/2218-Boaz-Middle-School/,4,AL,297,3%,Public district,63%,,35957,5e7b01be0c16a3618bfc3b69,"{'type': 'Point', 'coordinates': [-86.159496, 34.212836]}"
3301 23rd Drive,,,<1%,,1%,,,,44%,,Valley,48%,,alabama,<1%,4%,48%,52%,,,,,Currently unrated,Bob Harding-Shawmut Elementary School,/alabama/valley/332-Bob-Harding-Shawmut-Elementary-School/,-1,AL,298,<1%,Public district,52%,,36854,5e7b01be0c16a3618bfc3b6a,"{'type': 'Point', 'coordinates': [-85.18352316563492, 32.839282972413585]}"
650 Hughes Road,,,1%,,8%,,,,21%,,Madison,,,alabama,1%,5%,,,,,,,Top rated,Bob Jones High School,/alabama/madison/40-Bob-Jones-High-School/,10,AL,299,3%,Public district,61%,,35758,5e7b01be0c16a3618bfc3b6b,"{'type': 'Point', 'coordinates': [-86.74176231359756, 34.72001205902223]}"
2314 Enterprise Drive,,,,,,,,,,,Opelika,,,alabama,,,,,,,,,Currently unrated,Bonnie's Kids,/alabama/opelika/3211-Bonnies-Kids/,-1,AL,300,,Private,,,36801,5e7b01be0c16a3618bfc3b6c,"{'type': 'Point', 'coordinates': [-85.40956454545454, 32.62219381818182]}"
3803 West Martin Luther King Highway,,,<1%,,<1%,,,,99%,,Tuskegee,53%,,alabama,<1%,<1%,100%,47%,,,,,Average,Booker T Washington High School,/alabama/tuskegee/934-Booker-T-Washington-High-School/,5,AL,301,<1%,Public district,1%,,36083,5e7b01be0c16a3618bfc3b6d,"{'type': 'Point', 'coordinates': [-85.73345928513899, 32.4000549]}"
632 South Union Street,,,<1%,,7%,,,,64%,,Montgomery,,,alabama,<1%,5%,,,,,,,Above average,Booker T Washington Magnet High School,/alabama/montgomery/1096-Booker-T-Washington-Magnet-High-School/,9,AL,302,1%,Public district,23%,,36104,5e7b01be0c16a3618bfc3b6e,"{'type': 'Point', 'coordinates': [-86.29996895918367, 32.36998140816326]}"
1961 Andrews Street,,,<1%,,<1%,,,,98%,,Mobile,,,alabama,<1%,<1%,,,,,,,Below average,Booker T Washington Middle School,/alabama/mobile/986-Booker-T-Washington-Middle-School/,2,AL,303,<1%,Public district,2%,,36617,5e7b01be0c16a3618bfc3b6f,"{'type': 'Point', 'coordinates': [-88.08514598876579, 30.703054299999998]}"
400 Hillcrest Road,,,<1%,,<1%,,,,82%,,Adamsville,,,alabama,<1%,6%,,,,,,,Below average,Bottenfield Middle School,/alabama/adamsville/800-Bottenfield-Middle-School/,3,AL,304,<1%,Public district,11%,,35005,5e7b01be0c16a3618bfc3b70,"{'type': 'Point', 'coordinates': [-86.926246, 33.596981]}"
1319 Magnolia Road,,,,,,,,,,,Lanett,,,alabama,,,,,,,,,Currently unrated,Bowen East District Head Start,/alabama/lanett/2952-Bowen-East-District-Head-Start/,-1,AL,305,,Private,,,36863,5e7b01be0c16a3618bfc3b71,"{'type': 'Point', 'coordinates': [-85.20229653512753, 32.846692333984514]}"
P.O. Box 1351,,,,,,,,,,,Tuskegee,,,alabama,,,,,,,,,Currently unrated,Bowen United Methodist Ch DC,/alabama/tuskegee/3473-Bowen-United-Methodist-Ch-DC/,-1,AL,306,,Private,,,36087,5e7b01be0c16a3618bfc3b72,
13573 Highway 29,,,,,,,,,,,Brewton,,,alabama,,,,,,,,,Currently unrated,Boykin Head Start Center,/alabama/brewton/2567-Boykin-Head-Start-Center/,-1,AL,307,,Private,,,36426,5e7b01be0c16a3618bfc3b73,
1722 New Center Road,,,,,,,,,,,Hartselle,,,alabama,,,,,,,,,Currently unrated,Bracken's Day Care,/alabama/hartselle/3826-Brackens-Day-Care/,-1,AL,308,,Private,,,35640,5e7b01be0c16a3618bfc3b74,
840 Ash Avenue,,,<1%,,<1%,,,,28%,,Gardendale,,,alabama,<1%,3%,,,,,,,Average,Bragg Middle School,/alabama/gardendale/801-Bragg-Middle-School/,6,AL,309,<1%,Public district,67%,,35071,5e7b01be0c16a3618bfc3b75,"{'type': 'Point', 'coordinates': [-86.81635680297202, 33.64691871099704]}"
5585 Water Avenue,,,<1%,,1%,,,,76%,,Selma,50%,,alabama,<1%,<1%,77%,50%,,,,,Below average,Brantley Elementary School,/alabama/selma/469-Brantley-Elementary-School/,2,AL,310,<1%,Public district,23%,,36703,5e7b01be0c16a3618bfc3b76,"{'type': 'Point', 'coordinates': [-86.9613907268945, 32.423387162941104]}"
8879 North Main Street,,,,,<1%,,,,29%,,Brantley,51%,,alabama,,2%,59%,49%,,,,,Below average,Brantley High School,/alabama/brantley/422-Brantley-High-School/,3,AL,311,2%,Public district,66%,,36009,5e7b01be0c16a3618bfc3b77,"{'type': 'Point', 'coordinates': [-86.25583260008153, 31.59037410601868]}"
1309 Upper Wetumpka Road,,,,,,,,,,,Montgomery,,,alabama,,,,,,,,,Currently unrated,Brantwood Children's Home,/alabama/montgomery/3608-Brantwood-Childrens-Home/,-1,AL,312,,Public district,,,36107,5e7b01be0c16a3618bfc3b78,"{'type': 'Point', 'coordinates': [-86.2904299451863, 32.38319451834996]}"
111 Franklin Drive South,,,,,,,,,,,Talladega,,,alabama,,,,,,,,,Currently unrated,Brecon Learning Center,/alabama/talladega/3386-Brecon-Learning-Center/,-1,AL,313,,Private,,,35160,5e7b01be0c16a3618bfc3b79,"{'type': 'Point', 'coordinates': [-86.07534734575697, 33.45770153065825]}"
8350 Grand Bay Wilmer Road,,,1%,,2%,,,,5%,,Grand Bay,,,alabama,<1%,4%,,,,,,,Average,Breitling Elementary School,/alabama/grand-bay/2105-Breitling-Elementary-School/,5,AL,314,3%,Public district,86%,,36541,5e7b01be0c16a3618bfc3b7a,"{'type': 'Point', 'coordinates': [-88.33500365306122, 30.51711336734694]}"
1792 Headland Avenue,,,<1%,,,<1%,,,50%,,Dothan,,,alabama,<1%,17%,,,,,,,Currently unrated,Brenda Preparatory School & Nt,/alabama/dothan/3704-Brenda-Preparatory-School--Nt/,-1,AL,315,17%,Private,17%,,36303,5e7b01be0c16a3618bfc3b7b,"{'type': 'Point', 'coordinates': [-85.39329043925592, 31.25566818489153]}"
1792 Headland Avenue,,,,,,,,,,,Dothan,,,alabama,,,,,,,,,Currently unrated,Brenda's Preparatory School,/alabama/dothan/1773-Brendas-Preparatory-School/,-1,AL,316,,Private,,,36303,5e7b01be0c16a3618bfc3b7c,"{'type': 'Point', 'coordinates': [-85.39329043925592, 31.25566818489153]}"
1621 Montgomery Highway,,,<1%,,<1%,,,,38%,,Centreville,,,alabama,<1%,3%,,,,,,,Below average,Brent Elementary School,/alabama/centreville/174-Brent-Elementary-School/,3,AL,317,1%,Public district,57%,,35042,5e7b01be0c16a3618bfc3b7d,"{'type': 'Point', 'coordinates': [-87.1286688, 32.9382722]}"
25 KOA Road,,,,,,,,,,,Riverside,,,alabama,,,,,,,,,Currently unrated,Brentwood Child Care & Day School,/alabama/riverside/3308-Brentwood-Child-Care--Day-School/,-1,AL,318,,Private,,,35135,5e7b01be0c16a3618bfc3b7e,"{'type': 'Point', 'coordinates': [-86.232102, 33.605096]}"
831 Eastern Valley Road,,,,,,,,,,,Bessemer,,,alabama,,,,,,,,,Currently unrated,Brentwood Christian Academy,/alabama/bessemer/1685-Brentwood-Christian-Academy/,-1,AL,319,,Private,,,35020,5e7b01be0c16a3618bfc3b7f,"{'type': 'Point', 'coordinates': [-86.96762000536908, 33.365300556644776]}"
4455 Brewbaker Drive,,,1%,,1%,,,,72%,,Montgomery,,,alabama,<1%,25%,,,,,,,Below average,Brewbaker Intermediate School,/alabama/montgomery/1142-Brewbaker-Intermediate-School/,1,AL,320,<1%,Public district,1%,,36116,5e7b01be0c16a3618bfc3b80,"{'type': 'Point', 'coordinates': [-86.21796439970845, 32.319491632189006]}"
4425 Brewbaker Drive,,,<1%,,1%,,,,81%,,Montgomery,,,alabama,<1%,16%,,,,,,,Below average,Brewbaker Jr High School,/alabama/montgomery/1143-Brewbaker-Jr-High-School/,2,AL,321,<1%,Public district,1%,,36116,5e7b01be0c16a3618bfc3b81,"{'type': 'Point', 'coordinates': [-86.2184884628042, 32.319183988018935]}"
4445 Brewbaker Drive,,,<1%,,<1%,,,,69%,,Montgomery,50%,,alabama,<1%,28%,92%,50%,,,,,Currently unrated,Brewbaker Primary School,/alabama/montgomery/1150-Brewbaker-Primary-School/,-1,AL,322,1%,Public district,1%,,36116,5e7b01be0c16a3618bfc3b82,"{'type': 'Point', 'coordinates': [-86.21801178325887, 32.31925768472162]}"
4405 Brewbaker Drive,,,<1%,,7%,,,,67%,,Montgomery,,,alabama,<1%,3%,,,,,,,Above average,Brewbaker Tech Magnet High School,/alabama/montgomery/1888-Brewbaker-Tech-Magnet-High-School/,9,AL,323,2%,Public district,21%,,36116,5e7b01be0c16a3618bfc3b83,"{'type': 'Point', 'coordinates': [-86.21894881185406, 32.31907064584403]}"
1 Ymca Dr,,,,,,,,,,,Brewton,,,alabama,,,,,,,,,Currently unrated,Brewton Area Ymca,/alabama/brewton/3495-Brewton-Area-Ymca/,-1,AL,324,,Private,,,36426,5e7b01be0c16a3618bfc3b84,
901 Douglas Avenue,,,1%,,1%,,,,37%,,Brewton,50%,,alabama,<1%,3%,58%,50%,,,,,Above average,Brewton Elementary School,/alabama/brewton/293-Brewton-Elementary-School/,7,AL,325,2%,Public district,57%,,36426,5e7b01be0c16a3618bfc3b85,"{'type': 'Point', 'coordinates': [-87.0694837, 31.1194891]}"
1207 Belleville Avenue,,,,,,,,,,,Brewton,,,alabama,,,,,,,,,Currently unrated,Brewton Head Start,/alabama/brewton/3954-Brewton-Head-Start/,-1,AL,326,,Private,,,36426,5e7b01be0c16a3618bfc3b86,"{'type': 'Point', 'coordinates': [-87.07129697613591, 31.124747545950175]}"
1384 Old Castleberry Road,,,1%,,1%,,,,31%,,Brewton,52%,,alabama,<1%,2%,50%,48%,,,,,Average,Brewton Middle School,/alabama/brewton/294-Brewton-Middle-School/,6,AL,327,<1%,Public district,65%,,36426,5e7b01be0c16a3618bfc3b87,"{'type': 'Point', 'coordinates': [-87.05839448164949, 31.15410705]}"
6522 Caltaba Valley Rd,,,<1%,,,1%,,,1%,,Birmingham,,,alabama,<1%,<1%,,,,,,,Currently unrated,Briarwood Christian High School,/alabama/birmingham/2130-Briarwood-Christian-High-School/,-1,AL,328,<1%,Private,98%,,35242,5e7b01be0c16a3618bfc3b88,
2204 Briarwood Way,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Briarwood Christian School,/alabama/birmingham/1679-Briarwood-Christian-School/,-1,AL,329,,Private,,,35243,5e7b01be0c16a3618bfc3b89,
7476 Clayton Road,,,,,,,,,,,Pinson,,,alabama,,,,,,,,,Currently unrated,Bridgepoint Christian School,/alabama/pinson/4151-Bridgepoint-Christian-School/,-1,AL,330,,Private,,,35126,5e7b01be0c16a3618bfc3b8a,
1014 Jacobs Avenue,,,9%,,<1%,,,,11%,,Bridgeport,48%,,alabama,<1%,5%,70%,52%,,,,,Above average,Bridgeport Elementary School,/alabama/bridgeport/765-Bridgeport-Elementary-School/,7,AL,331,3%,Public district,72%,,35740,5e7b01be0c16a3618bfc3b8b,"{'type': 'Point', 'coordinates': [-85.717746, 34.942531]}"
804 Alabama Ave,,,,,,,,,,,Bridgeport,,,alabama,,,,,,,,,Currently unrated,Bridgeport Head Start,/alabama/bridgeport/2570-Bridgeport-Head-Start/,-1,AL,332,,Private,,,35740,5e7b01be0c16a3618bfc3b8c,"{'type': 'Point', 'coordinates': [-85.71947995433383, 34.94600172006516]}"
620 Jacobs Avenue,,,7%,,<1%,,,,10%,,Bridgeport,49%,,alabama,<1%,5%,68%,51%,,,,,Average,Bridgeport Middle School,/alabama/bridgeport/766-Bridgeport-Middle-School/,6,AL,333,2%,Public district,76%,,35740,5e7b01be0c16a3618bfc3b8d,"{'type': 'Point', 'coordinates': [-85.71234131190847, 34.945952118576756]}"
8505 Alabama 157,,,,,,,,,,,Cullman,,,alabama,,,,,,,,,Currently unrated,Bright Beginnings,/alabama/cullman/4140-Bright-Beginnings/,-1,AL,334,,Private,,,35057,5e7b01be0c16a3618bfc3b8e,"{'type': 'Point', 'coordinates': [-86.90756687138716, 34.22854723639656]}"
1031 Pine Street,,,,,,,,,,,Killen,,,alabama,,,,,,,,,Currently unrated,Bright Beginnings Cdc,/alabama/killen/3835-Bright-Beginnings-Cdc/,-1,AL,335,,Private,,,35645,5e7b01be0c16a3618bfc3b8f,"{'type': 'Point', 'coordinates': [-87.532196, 34.860862]}"
6595 Clay Palmerdale Rd,,,,,,,,,,,Pinson,,,alabama,,,,,,,,,Currently unrated,Bright Beginnings Child Care Center,/alabama/pinson/3268-Bright-Beginnings-Child-Care-Center/,-1,AL,336,,Private,,,35126,5e7b01be0c16a3618bfc3b90,"{'type': 'Point', 'coordinates': [-86.60406450478453, 33.70440765758251]}"
Po Box 1210,,,,,,,,,,,Ashland,,,alabama,,,,,,,,,Currently unrated,Bright Beginnings Day Care,/alabama/ashland/2357-Bright-Beginnings-Day-Care/,-1,AL,337,,Private,,,36251,5e7b01be0c16a3618bfc3b91,"{'type': 'Point', 'coordinates': [-82.6016401, 38.3955982]}"
17 Graves Street,,,,,,,,,,,Crossville,,,alabama,,,,,,,,,Currently unrated,Bright Beginnings Day Care,/alabama/crossville/4085-Bright-Beginnings-Day-Care/,-1,AL,338,,Private,,,35962,5e7b01be0c16a3618bfc3b92,"{'type': 'Point', 'coordinates': [-85.99150757814293, 34.28457391822426]}"
4320 Wetumpka Highway,,,,,,,,,,,Montgomery,,,alabama,,,,,,,,,Currently unrated,Bright Beginnings Early Learning,/alabama/montgomery/3142-Bright-Beginnings-Early-Learning/,-1,AL,339,,Private,,,36110,5e7b01be0c16a3618bfc3b93,"{'type': 'Point', 'coordinates': [-86.2056118, 32.4547883]}"
140 Riverchase Parkway East,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Bright Horizons Child Care Center-Riverchase,/alabama/birmingham/4100-Bright-Horizons-Child-Care-Center-Riverchase/,-1,AL,340,,Private,,,35244,5e7b01be0c16a3618bfc3b94,
3400 Browns Cir,,,<1%,,1%,,,,67%,,Bessemer,52%,,alabama,<1%,27%,86%,48%,,,,,Below average,Brighton Middle School,/alabama/bessemer/802-Brighton-Middle-School/,2,AL,341,<1%,Public district,6%,,35020,5e7b01be0c16a3618bfc3b95,
10180 Alabama 129,,,<1%,,<1%,,,,<1%,,Brilliant,44%,,alabama,<1%,<1%,84%,56%,,,,,Average,Brilliant Elementary School,/alabama/brilliant/962-Brilliant-Elementary-School/,6,AL,342,2%,Public district,98%,,35548,5e7b01be0c16a3618bfc3b96,"{'type': 'Point', 'coordinates': [-87.7583574, 34.0253797]}"
Odis Dickinson Dr,,,<1%,,<1%,,,,<1%,,Brilliant,,,alabama,<1%,<1%,,,,,,,Average,Brilliant High School,/alabama/brilliant/963-Brilliant-High-School/,5,AL,343,1%,Public district,99%,,35548,5e7b01be0c16a3618bfc3b97,
994 Scant City Road,,,<1%,,<1%,,,,2%,,Guntersville,49%,,alabama,<1%,5%,66%,51%,,,,,Below average,Brindlee Mt High School,/alabama/guntersville/2188-Brindlee-Mt-High-School/,4,AL,344,1%,Public district,92%,,35976,5e7b01be0c16a3618bfc3b98,
1050 Scant City Road,,,<1%,,<1%,,,,1%,,Guntersville,52%,,alabama,<1%,5%,78%,48%,,,,,Currently unrated,Brindlee Mt Middle School,/alabama/guntersville/1900-Brindlee-Mt-Middle-School/,-1,AL,345,<1%,Public district,93%,,35976,5e7b01be0c16a3618bfc3b99,
719 S Broad St,,,,,,,,,,,Scottsboro,,,alabama,,,,,,,,,Currently unrated,Broad Street Ch of Christ DC,/alabama/scottsboro/3334-Broad-Street-Ch-Of-Christ-DC/,-1,AL,346,,Private,,,35768,5e7b01be0c16a3618bfc3b9a,"{'type': 'Point', 'coordinates': [-86.069663, 34.609664]}"
