"MLS #","#Pics","Pics","VirTr","Status","Address","Price","DOM","Lot (SqFt)","City","Class","Age","Property Type","$/SqFt","1/4 Baths","3/4 Baths","Address 2","Annual Rent","Annual Salary","Annual Tax Amount","Area","Area #","Beds","Building Name","Building Number","Building Unit Total","Capitalization Rate","Cash To Assume","City Limits (Y/N)","City Transfer Tax?","Country","County","Days On Market","Current Rent","Date Available","County ID","Elementary School District","Elementary School","Half Baths","High School","High School District","HOA Document Fee","HOA Exist Y/N","HOA Fee","HOA Fee Frequency","HOA Name Text","Lot Acres","Lot Size Area Max Search","Lot Size Area Maximum Units","Lot Size Area Min Search","Lot Size Source","LotSize SqFt County","Max # of Units in Building","Max # of Units in Complex","Middle School","PriceRangeLow","Rent List Price","Sale Price","Sale Price Per SqFt","State","Yard SqFt","Year Built","Zip Code"
"CRSB21089939","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","2216 Manhattan Beach Boulevard A","$999,000","2","5,598","Redondo Beach","RE","33","Townhouse",,,,,,,,"151 - N Redondo Bch/Villas North","32071","3",,,,,,,,,"Los Angeles","1",,,"19",,,"1",,,,"No","$0",,,"0.1285",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1988","90278"
"CRSB21087584","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","4321 Crest Drive","$2,595,000","2","3,267","Manhattan Beach","RE","12","Townhouse",,,,,,,,"142 - Manhattan Bch Sand","31461","3",,,,,,,,,"Los Angeles","0",,,"19",,,"1",,,,"Yes","$175","Monthly","4321 Crest","0.0750",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2009","90266"
"CNSR21090273","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","25869 Mcbean 78","$569,995","2","642,859","Valencia","RE","33","Townhouse",,,,,,,,"699 - Not Defined","30012","2",,,,,,,,,"Los Angeles","1",,,"19",,,,,,,"Yes","$295","Monthly","Las Ventanas","14.7580",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1988","91355"
"ML81841182","46","https://mlslmedia.azureedge.net/property/MLSL/81841182/241626106f1a49f1af12529c27de6546/2/1?preset=thumb",,"A","568 Marlin Court","$1,750,000","2","3,837","Redwood City","RE","44","Townhouse","$1,093.75",,,,,,,"Other Area","376","2",,,,,,"Yes","No",,"San Mateo","0",,,"41","Belmont-Redwood Shores Elementary","Sandpiper Elementary","1","Carlmont High","Sequoia Union High",,"Yes","$325","Monthly","Manor Association","0.0881",,"Square Feet",,"Tax","3,837.00",,,"Ralston Intermediate",,,,,"CA",,"1977","94065"
"ML81841200","56","https://mlslmedia.azureedge.net/property/MLSL/81841200/a9ae20fe572e40cda7904aa2f9dddad2/2/1?preset=thumb","www.701WOODSIDE-A.com","A","701 Woodside Way A","$999,999","2","0","San Mateo","RE","20","Townhouse","$792.39",,,,,,,"Eastern Addition/Downtown Area","417","2",,,,,,,,,"San Mateo","1",,,"41","San Mateo-Foster City Elementary",,"1",,"San Mateo Union High",,"Yes","$510","Monthly","Woodside Terrace HOA","0.0000",,"Square Feet",,"Other",,,,,,,,,"CA",,"2001","94401"
"ML81840749","30","https://mlslmedia.azureedge.net/property/MLSL/81840749/336fc01658c44e1d8bd5090f73937096/2/1?preset=thumb",,"A","218 Demi Lane","$1,620,000","2","52,273","Redwood Shores","RE","12","Townhouse","$842.00",,,,,,,"Shearwater","381","3",,,,,,,"No",,"San Mateo","0",,,"41","Belmont-Redwood Shores Elementary",,"1","Carlmont High","Sequoia Union High",,"Yes","$330","Monthly","The Preserve HOA","1.2000",,"Square Feet",,"Tax","52,273.00",,,"Ralston Intermediate",,,,,"CA",,"2009","94065"
"ML81841087","4","https://mlslmedia.azureedge.net/property/MLSL/81841087/086a616b09aa42689c577bb2796e36ed/2/1?preset=thumb","http://www.809intrepid.com","A","809 Intrepid Lane","$1,285,000","2","514,279","Redwood City","RE","32","Townhouse","$849.31",,,,,,,"Lighthouse Cove Etc.","378","2",,,,,,,,,"San Mateo","3",,,"41","Belmont-Redwood Shores Elementary",,,,"Sequoia Union High",,"Yes","$495","Monthly","Regatta Residential/RSOA ($84 per year)","11.8062",,"Square Feet",,"Tax","514,279.00",,,,,,,,"CA",,"1989","94065"
"ML81841084","25","https://mlslmedia.azureedge.net/property/MLSL/81841084/332aabd8f77c49228d3e8fc357d7226c/2/1?preset=thumb","https://3433DuchessCT39207.f8re.com/","A","3433 Duchess Court","$688,888","2","900","San Jose","RE","46","Townhouse","$585.79",,,,,,,"Other Area","5","3",,,,,,"Yes","Yes",,"Santa Clara","3",,,"43","Berryessa Union Elementary","Majestic Way Elementary","1","Piedmont Hills High","East Side Union High",,"Yes","$245","Monthly","Northbrook Garden Homes HOA","0.0207",,"Square Feet",,"Tax","900.00","5",,"Sierramont Middle",,,,,"CA",,"1975","95132"
"TM21-719452","34","https://mediaservice.themls.com/large/21-719452/21-719452_0ba3b68a-30da-4f4c-ab1e-03e1743bcde2.jpg?preset=thumb","https://my.matterport.com/show/?m=S8ZwCY2FP1E&mls=1","A","10630 Eastborne Avenue 106","$1,150,000","2","13,000","Los Angeles","RE",,"Townhouse",,,"0",,,,,"Other Area",,"3",,,,,,,,,,"1",,,"19",,,"0",,,,"Yes",,"Monthly",,"0.2984",,,,,,,"17",,,,,,"CA",,"1990","90024"
"TM21-723066","53","https://mediaservice.themls.com/large/21-723066/21-723066_0a31cf21-7130-41f9-af6a-3e43c1a94985.jpg?preset=thumb","https://my.matterport.com/show/?m=ZBSWfgATsPT&mls=1","A","4125 W HOOD Avenue 104","$949,000","2","6,609","Burbank","RE",,"Townhouse",,,"0",,,,,"Other Area",,"3",,,,,,,,,,"0",,,"19",,,"1",,,,"Yes",,"Monthly",,,,,,"Other",,,"4",,,,,,"CA",,"2005","91505"
"ML81841158","21","https://mlslmedia.azureedge.net/property/MLSL/81841158/fd57574639984b7b8e0e91308393e30a/2/1?preset=thumb","https://www.tourfactory.com/2859412","A","3329 Benton Street","$1,050,000","2","648","Santa Clara","RE","58","Townhouse","$711.38",,,,,,,"Santa Clara","8","4",,,,,,"Yes","No",,"Santa Clara","2",,,"43","Santa Clara Unified","Pomeroy Elementary","1","Santa Clara High","Santa Clara Unified",,"Yes","$513","Monthly","Pomeroy West Homeowners Association","0.0149",,"Square Feet",,"Tax","648.00",,,"Juan Cabrillo Middle",,,,,"CA",,"1963","95051"
"ML81841083","24","https://mlslmedia.azureedge.net/property/MLSL/81841083/0f75f01de938438faa4cdf0f383c7f4f/2/1?preset=thumb","https://www.youtube.com/watch?v=GRj0LmX-Np8","A","205 Granada Park Circle","$1,898,000","2","2,613","Mountain View","RE","14","Townhouse","$942.87",,,,,,,"North Shoreline","203","4",,,,,,,"Yes",,"Santa Clara","1",,,"43","Mountain View Whisman","Theuerkauf Elementary","1","Los Altos High","Mountain View-Los Altos Union High",,"Yes","$375","Monthly","Granada Park","0.0600",,"Square Feet",,"Other","2,379.00",,,"Crittenden Middle",,,,,"CA",,"2007","94043"
"BA321029514","48","https://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2021/04/28/6dd51238-1b01-4391-90e7-bb8df275dc38.jpg?preset=thumb","https://vimeo.com/542776697","A","39 Mariners Circle","$899,000","2","0","San Rafael","RE","0","Townhouse","$477.18","0","0",,,,,"San Rafael","21162","3",,,,,,,,,"Marin","2","0",,"21",,,"1",,,,"Yes","$668","Monthly","Marin Lagoon Homeowners Association",,"0.00","Square Feet","0.00",,,"0",,,,,,"477.18","CA",,"1990","94903"
"BA321030718","48","https://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2021/04/28/e657910d-89b8-497d-b75e-e3068a94605a.jpg?preset=thumb",,"A","1055 Poplar Drive","$575,000","2","1,738","Novato","RE","0","Townhouse","$484.01","0","0",,,,,"Novato","21158","2",,,,,,,,,"Marin","1","0",,"21",,,"1",,,,"Yes","$575","Monthly","Madera Marin","0.0399","1,738.00","Square Feet","1,738.00","Tax",,"0",,,,,,"484.01","CA",,"1979","94945"
"ME221040872","34","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/27/53c207b4-ee6d-468d-8bdd-d4b6c500021b.jpg?preset=thumb","https://my.matterport.com/show/?m=9FteGbpZXg4&brand=0","A","1724 Camino Real Way","$459,999","2","1,455","Roseville","RE","0","Townhouse","$202.55","0","0",,,,,"Roseville-West zip 95747","12747","4",,,,,,,,,"Placer","0","0",,"31",,,"0",,,,"Yes","$200","Monthly",,"0.0334","1,455.00","Square Feet","1,455.00","Tax",,"0",,,,,,"202.55","CA",,"2007","95747"
"CRNDP2104581","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","http://tours.curb360.com/11162caminitovistapacifica/?mls","A","11162 Caminito Vista Pacifica","$789,000","2","478,899","San Diego","RE","33","Townhouse",,,,,,,,"Other Area",,"2",,,,,,,,,"San Diego","1",,,"37",,,,,"San Diego Unified",,"Yes","$560","Monthly","N.N. Jaescke","10.9900",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1988","92131"
"CRRS21091362","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","18693 Maplewood Circle 86","$649,000","2","4,013","Huntington Beach","RE","48","Townhouse",,,,,,,,"16 - Fountain Valley / Northeast HB","30747","2",,,,,,,,,"Orange","2",,,"30",,,"1",,"Huntington Beach Union High",,"Yes","$450","Monthly","Sea Breeze Village","0.0921",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1973","92646"
"CRCV21090523","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","1452 S White Avenue","$495,000","2","35,028","Pomona","RE","3","Townhouse",,,,,,,,"687 - Pomona","31912","3",,,,,,,,,"Los Angeles","2",,,"19",,,"1",,"Pomona Unified",,"Yes","$365","Monthly","Magnolia Courts","0.8041",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2018","91766"
"CRNP21087523","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","92 Birchwood Lane","$480,000","2","646","Aliso Viejo","RE","39","Townhouse",,,,,,,,"AV - Aliso Viejo","30041","2",,,,,,,,,"Orange","1",,,"30",,,,,"Capistrano Unified",,"Yes","$342","Monthly","Morning Side Association","0.0148",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1982","92656"
"BE40947513","40","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947513/0/120/90/2b6602967aa9f8f5e51c9e58c25e6ea3/1/3805c8469b12ce02b4ba7e87b7cc3994/40947513.JPG","https://my.matterport.com/show/?m=psf7JXRPoR4&mls=1","A","2933 Lake Chabot","$799,000","2","2,036","Castro Valley","RE","40","Townhouse","$443.40",,,,,,,"Castro Valley","3300","3",,,,,,,"No",,"Alameda","1",,,"1",,,"1",,,,"Yes","$235","Monthly",,"0.0500","2,036.00","Square Feet","2,036.00",,,,"22",,,,,,"CA",,"1981","94546"
"ML81841230","30","https://mlslmedia.azureedge.net/property/MLSL/81841230/d3f29358a0b04cd08a41f1e6f79e71ca/2/1?preset=thumb",,"A","1286 Previtera Court","$849,000","2","1,671","San Jose","RE","17","Townhouse","$580.71",,,,,,,"Central San Jose","9","2",,,,,,,,,"Santa Clara","1",,,"43","San Jose Unified",,,,"San Jose Unified",,"Yes","$330","Monthly","Previtera Court Owners' Assoc","0.0384",,"Square Feet",,"Tax","1,671.00",,,,,,,,"CA",,"2004","95110"
"CC40947387","37","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947387/0/120/90/0c4cdc01cf985ee5797226395ba1a4ba/1/f06f307b152dd5647fbd3556c83b4346/40947387.JPG","https://my.matterport.com/show/?m=qu9zX2nssSJ","A","3950 Northwood Dr B","$395,000","2","756","Concord","RE","49","Townhouse","$363.05",,,,,,,"Concord","5701","2",,,,,,,"No",,"Contra Costa","0",,,"7",,,"1",,,,"Yes","$395","Monthly","NORTHWOOD HOA","0.0200","756.00","Square Feet","756.00",,,,"121",,,,,,"CA",,"1972","94520"
"BE40947405","35","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947405/0/120/90/088b5bc8e9a9e4e486e67c3c45b44e5d/1/10bde00511d7670984b7fdc2c7b72d6e/40947405.JPG","https://virtualtourcafe.com/mls/1463261","A","3468 Pickens Ln","$998,000","2","2,414","Pleasanton","RE","23","Townhouse","$608.54",,,,,,,"Other Area","3900","3",,,,,,,"No",,"Alameda","1",,,"1",,,"1",,,,"Yes","$210","Monthly","SAN MARCO PLEASANTON","0.0600","2,414.00","Square Feet","2,414.00",,,,"26",,,,,,"CA",,"1998","94588"
"BE40947207","27","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947207/0/120/90/86265b347af29f98daaab1405530cf09/1/e92e83983d3c2628d71770e7201820b4/40947207.JPG",,"A","34 Covent Ln","$649,000","2","784","Oakland","RE","16","Townhouse","$571.81",,,,,,,"Oakland Zip Code 94608","2608","2",,,,,,,"Yes",,"Alameda","1",,,"1",,,"1",,,,"Yes","$225","Monthly","NOT LISTED","0.0200","784.00","Square Feet","784.00",,,,"91",,,,,,"CA",,"2005","94608"
"CC40946754","40","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40946754/0/120/90/aba40b0d74a2c1f9d9d59ea4f2cec634/1/2f34a394ada0909a1821ed8040a57097/40946754.JPG","https://virtualtourcafe.com/mls/5017862","A","173 Rosario Ct","$925,000","2","2,158","San Ramon","RE","41","Townhouse","$470.74",,,,,,,"San Ramon","4400","4",,,,,,,"No",,"Contra Costa","2",,,"7",,,"1",,,,"Yes","$465","Monthly","TWIN CREEKS HOA","0.0500","2,158.00","Square Feet","2,158.00",,,,"96",,,,,,"CA",,"1980","94583"
"CC40947431","23","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947431/0/120/90/cc1379d4b0c6818dd64616889273d4a7/1/67f286254fba983fb95de4a2cf96cbf4/40947431.JPG",,"A","1218 Marionola Way","$425,000","2","800","Pinole","RE","49","Townhouse","$417.49",,,,,,,"Pinole","1400","2",,,,,,,"No",,"Contra Costa","1",,,"7",,,"1",,,,"Yes","$235","Monthly","EAST BLUFF HOA","0.0200","800.00","Square Feet","800.00",,,,"149",,,,,,"CA",,"1972","94564"
"CNSR21070512","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","6145 SHOUP 59","$599,000","2",,"Woodland Hills","RE","46","Townhouse",,,,,,,,"WHLL - Woodland Hills","32756","3",,,,,,,,,"Los Angeles","1",,,"19",,,"1",,"Los Angeles Unified",,"Yes","$515","Monthly","DOVE CREEK",,,,,"Tax",,,,,,,,,"CA",,"1975","91367"
"CNSR21091094","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","15122 Roxford Street 13","$500,000","2","65,066","Sylmar","RE","21","Townhouse",,,,,,,,"SYL - Sylmar","32453","3",,,,,,,,,"Los Angeles","2",,,"19",,,"1",,"Los Angeles Unified",,"Yes","$250","Monthly","Mountain View","1.4937",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2000","91342"
"CNSR21089390","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://youtu.be/ZRipfz-kskE","A","24018 Bridgeport Lane 16","$590,000","2","78,793","Valencia","RE","20","Townhouse",,,,,,,,"VALB - Valencia Bridgeport","32584","3",,,,,,,,,"Los Angeles","1",,,"19",,,,,,,"Yes","$203","Monthly","Bridgeport","1.8088",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2001","91355"
"CNSR21090107","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","14333 Van Nuys Boulevard 54","$430,000","2","219,069","Arleta","RE","42","Townhouse",,,,,,,,"ARL - Arleta","30087","3",,,,,,,,,"Los Angeles","1",,,"19",,,,,"Los Angeles Unified",,"Yes","$342","Monthly","Canterbury Village HOA c/o Ross Morgan &","5.0291",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1979","91331"
"CNSR21089044","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","17730 Devonshire Street 1","$529,950","2","373,412","Northridge","RE","46","Townhouse",,,,,,,,"NR - Northridge","31709","2",,,,,,,,,"Los Angeles","1",,,"19",,,,,"Los Angeles Unified",,"Yes","$420","Monthly","Devonshire Village","8.5724",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1975","91325"
"CNSR21089997","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","23928 Brescia Drive","$649,999","2","730,529","Valencia","RE","13","Townhouse",,,,,,,,"VLWC - Valencia West Creek","32588","4",,,,,,,,,"Los Angeles","1",,,"19",,,,,,,"Yes","$273","Monthly","West Creek/West Hills","16.7706",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2008","91354"
"CRSB21088468","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","632 Seabright Circle","$749,000","2",,"Costa Mesa","RE","6","Townhouse",,,,,,,,"C2 - Southwest Costa Mesa","30498","2",,,,,,,,,"Orange","2",,,"30",,,"1",,,,"Yes","$303","Monthly","Seabright",,,,,,,,,,,,,,"CA",,"2015","92627"
"EB40947410","31","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947410/0/120/90/ee172b4f03a38545bec985bbd56679c6/1/d27ebbdd2d4ef7c9787d1353ce470c18/40947410.JPG",,"A","304 Catalina Blvd","$969,000","2","3,165","San Rafael","RE","28","Townhouse","$460.99",,,,,,,"Marin County","9905","3",,,,,,,"No",,"Marin","0",,,"21",,,"1",,,,"Yes","$300","Monthly","CALL LISTING AGENT","0.0700","3,165.00","Square Feet","3,165.00",,,,"1",,,,,,"CA",,"1993","94901"
"EB40946958","1","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40946958/0/120/90/62dc5f0ce1ae9fa71e8cc8eb7d79e884/1/1416543da09995f0651abe2d8e46ba64/40946958.JPG","https://1340SummerLn39780mls.f8re.com/","A","1340 Summer Ln","$599,000","2","1,125","Richmond","RE","16","Townhouse","$367.94",,,,,,,"Richmond - Hilltop/College","1702","3",,,,,,,"Yes",,"Contra Costa","1",,,"7",,,"1",,,,"Yes","$124","Monthly","NOT LISTED","0.0300","1,125.00","Square Feet","1,125.00",,,,"164",,,,,,"CA",,"2005","94806"
"ML81841199","81","https://mlslmedia.azureedge.net/property/MLSL/81841199/4a54d8233aae483db13da984729a2f6b/2/1?preset=thumb","https://my.matterport.com/show/?m=3xSXi6kqKnN","A","237 Bluebonnet Lane 101","$949,000","2","915","Scotts Valley","RE","9","Townhouse","$409.76",,,,,,,"Scotts Valley","39","4",,,,,,,,,"Santa Cruz","1",,,"44","Scotts Valley Unified",,"1",,"Scotts Valley Unified",,"Yes","$285",,"Town Center","0.0210",,"Square Feet",,"Tax","915.00",,,,,,,,"CA",,"2012","95066"
"ML81841129","14","https://mlslmedia.azureedge.net/property/MLSL/81841129/bf3903e2fea643cbbac084491380ccd3/2/1?preset=thumb",,"A","308 Scarlett Terrace","$1,969,000","2","1,375","Mountain View","RE","0","Townhouse","$1,089.05",,,,,,,"Rengstorff","204","3",,"2",,,,,,,"Santa Clara","0",,,"43","Mountain View Whisman","Theuerkauf Elementary","1","Los Altos High","Mountain View-Los Altos Union High",,"Yes","$407","Monthly","The Redwoods@Montecito Homeowners Assoc.","0.0316",,"Square Feet",,"Other",,"5",,"Crittenden Middle",,,,,"CA",,"2021","94043"
"SF421542821","33","https://sfarmedia.rapmls.com/sfarmls/listingpics/bigphoto/2021/04/28/62e0566b-9e11-42fa-be95-fe738ad97a3a.jpg?preset=thumb","https://vimeo.com/542578120","A","3176 Sacramento Street","$1,699,000","2","14,529","San Francisco","RE","0","Townhouse","$1,224.06","0","0",,,,,"Pacific Heights","25192","3",,,,,,,,,"San Francisco","1","0",,"38",,,"0",,,,"Yes","$556","Monthly","Pacific Heights Townhomes","0.3335","14,529.00","Square Feet","14,529.00","Tax",,"0",,,,,,"1,224.06","CA",,"1979","94115"
"ML81841189","26","https://mlslmedia.azureedge.net/property/MLSL/81841189/787353e54ddb41f9ab26a9f120bb117f/2/1?preset=thumb","https://my.matterport.com/show/?m=99TszNu7ch4&ts=3","A","402 Union Avenue G","$1,049,000","2","1,063","Campbell","RE","31","Townhouse","$623.29",,,,,,,"Campbell","15","3",,,,,,,,,"Santa Clara","1",,,"43","Cambrian Elementary",,"1",,"Campbell Union High",,"Yes","$290",,"400 Union HOA","0.0244",,"Square Feet",,"Tax","1,063.00",,,,,,,,"CA",,"1990","95008"
"ML81841183","56","https://mlslmedia.azureedge.net/property/MLSL/81841183/c0a22db7af104c6f98cdb519f35def55/2/1?preset=thumb","http://www.351catamaran.com","A","351 Catamaran Street","$1,475,000","2","2,294","Foster City","RE","47","Townhouse","$862.57",,,,,,,"FC- Nbrhood#5 - The Islands Etc","393","3",,,
